x1,x2,y
3.879149131453657,-0.09049314715179006,1
4.061654147657542,7.44743275155797,1
2.54529291135815,0.19667899958632054,1
0.29606173923918583,-0.36476663921456065,0
4.05828088386912,0.04395265984872208,1
-0.09463276058838375,-0.16794937963062329,0
-0.2954178971498327,0.03259853699278037,1
3.022295856721456,7.869061124423917,1
2.414347194721413,0.3057609574846644,1
3.470936066313545,7.6401810424797105,1
1.631922420652832,0.3064967843549658,1
-0.003880970760946356,9.845357976998903,0
-0.07204643285546708,0.25221983942031706,1
3.295581327252946,7.976342983184872,1
-0.9413877092232219,7.088331637967915,0
3.615201178139816,7.7452490115056705,1
-0.39561417045682346,-0.3103987181850658,1
0.723668223078279,1.0420269317404096,0
2.837849617768445,8.567440505046891,1
0.9477409651486957,0.46396347610733,1
2.6246782417156096,8.144400525661542,1
3.908651253512941,7.5717901780037025,1
2.4564983183853517,8.060775074546376,1
4.933020470233959,0.6131223542304289,1
2.7453206772167817,7.3037502767549505,1
0.1600709881473683,0.041103757920672,1
1.003802199293652,0.5943407529368205,1
1.9214860614214553,0.2737648296702198,1
0.04294883304407667,0.34846052744946276,0
0.5914185292671533,4.030355091019894,0
1.8046797226771005,8.518106107068888,1
4.028703902906882,7.747469694083739,1
2.723573755531011,-0.14665247137431578,1
-0.5176235817218005,9.63712623133502,0
3.265435560431831,8.137866062393513,1
4.878171471296538,0.4695559990474495,1
-0.4729594201455231,0.135752641782507,0
0.2100836662946452,6.649406067986114,0
0.5259848729496723,5.89736598104765,0
2.437285659405946,0.5252867621051137,1
4.281408702815874,8.079578443979644,1
-0.15873600501023338,8.903333107625205,0
3.0437492708547302,-0.26267423228456843,1
3.9838288663583263,7.43029916201567,1
4.489310054678976,-0.03359406582009402,1
2.4037449860901137,0.41422371614281867,1
2.5716977111980515,8.097239501670758,1
2.931876072282379,7.715178954778619,1
-0.2328517115787072,-0.2301779442215962,1
0.5307636718790969,0.14610075531755776,1
-0.4949545692831668,9.855676303990231,0
4.451443574479912,0.4987894197289889,1
1.862178400408565,7.443857028913397,1
0.2579959247787978,0.887487400209328,0
3.4252782336465644,8.167323191055718,1
0.16388587010889297,8.254375702869048,0
0.7448182735116465,0.9201921007184886,0
1.815977185062108,-0.40794184357176283,1
-0.47718690401895425,-0.47703384530369725,1
0.12345170646027337,0.14584475785630605,1
-0.44990494468597286,0.31290293376916134,1
0.45059607616795944,3.6046871013016313,0
-0.7203590821490503,5.016287626943342,0
-0.9232415977687178,7.084223268686337,0
4.261238476522248,7.831028901979809,1
-0.4731478038206569,0.3023648195782326,1
5.037293399061308,-0.13769894312560105,1
0.013738880227100233,8.514630227955143,0
2.1899466104225698,-0.240983162415564,1
-0.18215852342098865,0.010208239630943972,0
-0.31962915958556376,5.175242915512166,0
1.4422855971471376,-0.5464688352238798,1
-0.45110690675193016,2.029508685664293,0
-0.10132994875326728,-0.5882625184322602,1
0.059179449908597234,9.206074193899587,0
4.335046154490503,0.6721834566311651,1
-0.15249367615370235,-0.008163094737358462,1
3.2456286840550375,8.424764374178213,1
1.476474817273636,0.15380474447615594,1
1.738268565799724,-0.2359188658524724,1
2.984032087167847,0.11984782017219363,1
4.878295076003972,-0.267447224033137,1
0.5579394664452922,-0.5187750126392385,0
2.76767349110154,7.653054737658388,1
0.4916797514495167,4.4708928885532275,0
2.6971725515754033,1.1475959702216654,1
3.010474563977255,8.10762660723111,1
3.254927111468537,-0.40557723492423664,1
3.4930137586991523,8.264940413846704,1
0.2758115096404862,0.5235066659471961,0
0.0831154237531732,0.4419346102274795,0
2.4060190696148216,7.981627679493613,1
5.214117373845586,0.03150124744665328,1
3.925139874841949,0.6397474877820469,1
1.416318433465971,-0.08667527963230597,1
0.392860980952205,9.036970952052993,0
3.891467413803114,8.100996714646698,1
2.929620164733595,7.7084146568198415,1
3.325938710173663,8.207902991431833,1
0.2400051645094885,0.13670140002060469,1
0.4981739033867184,7.016916241870458,0
4.194471446393928,7.9084849540888165,1
0.6949265219133787,4.316502862052197,0
-0.3126745496918382,9.982433587116715,0
0.007348388833616302,1.4471098276027368,0
0.12704177783004741,8.081487241874461,0
0.6226833523991884,-0.854817822349729,0
0.14211011575875895,0.20943083167389998,0
-0.4931631717510463,0.2743066160322314,1
0.10746115716623621,8.511513171427712,0
1.2017086915659487,0.6130771985164667,1
3.873614555587014,7.410064056549988,1
2.549908060157818,7.596225767041061,1
3.96920266469433,-0.14435395734607087,1
0.005812668285919811,4.237071741183597,0
0.6353302231586703,6.957902316217903,0
2.4516945373324326,0.043826264747563674,1
3.958924477909311,8.201951764411438,1
5.254407312703037,7.357821062411333,1
-0.8793845288682733,6.995078588351025,0
1.8506157468252908,-0.565140248523068,1
5.188736887384225,0.08043520807691967,1
3.090457075740395,0.21402875985828637,1
-0.6822493684074095,9.276872246045716,0
-0.06962829193238426,9.614477677641466,0
5.056643808660482,0.20489332313949007,1
2.091748900720248,-0.15313409020231786,1
1.7844326551426493,0.09523285925309043,1
0.6547642261161442,6.236334890780519,0
-0.18729208438301792,-0.0813026315786344,1
3.0260128015402232,-0.19221567200971,1
2.5954822775718607,8.344322346745356,1
-0.4551905884507621,0.29530910531773014,0
3.6863148939544024,8.406848248807883,1
2.64235631907845,-0.3926750413745159,1
3.595648186273082,0.45207664422145777,1
-0.4157574098755576,1.0515079517036563,0
2.8242922808693036,8.137899932079224,1
2.3485341059031923,8.044746640469638,1
1.5989770240080246,-0.041993046561475116,1
2.422321411903804,8.301690248229724,1
5.449097070658026,-0.2294119083114336,1
4.087987494506203,7.167291928346876,1
0.10026009078053012,8.916524064961648,0
2.3504686907640964,7.962902173361503,1
0.5551521997625035,7.1117288545771125,0
-0.0166117943276326,1.6678087413145324,0
-0.109978976413885,0.3488608673114988,0
-0.39631775444643286,3.5932615802073933,0
0.09653863795091566,0.07793208184661683,1
1.99211498369527,0.5930668612810255,1
